"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"r_ID__Hmax[ID_101,Intercept]",7.20942341786591,0.0325344539973775,3.25344539973775,1.17466034062267,5.00830480442544,7.11677944830059,9.24700079321413,14.073925214053,10000,0.999967275511996
"r_ID__Hmax[ID_102,Intercept]",-3.82375427879627,0.0419763667091582,4.19763667091582,-11.2868203409514,-6.68012547292689,-4.10153354152832,-1.3229854118452,5.48905322377823,10000,1.00051690130271
"r_ID__Hmax[ID_103,Intercept]",-2.51923139901634,0.073872470368634,4.4547969955038,-9.09870023738879,-5.455890964201,-3.32403979950303,-0.681165172444912,9.2797879784438,3636.55860768944,1.00018442142591
"r_ID__Hmax[ID_104,Intercept]",0.596102551948322,0.0424415830949662,3.29773632561385,-5.11951335582199,-1.57352604973217,0.379825669681961,2.46841679096161,7.92999932327526,6037.3827064542,1.0001999979638
"r_ID__Hmax[ID_105,Intercept]",-0.370159578680683,0.0487031050987049,3.97365026105743,-7.02006028729258,-3.07430308595753,-0.796290854787975,1.8584764597769,8.78966418767651,6656.80720110563,0.999921230302346
"r_ID__Hmax[ID_106,Intercept]",-2.4631956874311,0.0476023395777348,3.97581050611648,-9.15495563441572,-5.17156935737581,-2.89214650151486,-0.231714447451702,6.67789803289328,6975.81184023742,1.00016238209473
"r_ID__Hmax[ID_107,Intercept]",8.91003952303879,0.0431840455079732,4.31840455079732,1.07097691607042,5.84318857812557,8.69068053082614,11.7276062338278,17.9138406777682,10000,1.00025908054635
"r_ID__Hmax[ID_109,Intercept]",-1.57255578798004,0.0513138163261129,4.34216357924162,-9.0049384747072,-4.60476062746227,-1.98179521379031,1.05044670860538,7.95322290065202,7160.50627927858,1.00020648252301
"r_ID__Hmax[ID_111,Intercept]",6.69002511860734,0.0448894653164138,4.48894653164138,-1.36840631393086,3.53137289651864,6.43820150923689,9.55543561140031,16.2590787185997,10000,0.999729130484258
"r_ID__Hmax[ID_112,Intercept]",4.14167071494756,0.0359099618496495,3.59099618496495,-2.16220031803449,1.66103921579891,3.87800831515935,6.3159904492601,11.9993910117724,10000,1.00010593683964
"r_ID__Hmax[ID_113,Intercept]",4.18282608322869,0.0377485399587197,3.77485399587197,-2.58540770877605,1.56804660554496,3.94638331530751,6.55548051725442,12.3378934519473,10000,1.00010578818698
"r_ID__Hmax[ID_114,Intercept]",4.37271216156636,0.0412070297190892,3.50403989796536,-1.53643659145307,2.0441329984824,4.06976183858308,6.20689620947178,12.4668117280536,7230.9517442136,1.00009928284302
"r_ID__Hmax[ID_116,Intercept]",-1.32727874945273,0.0597185660150737,4.32456705024618,-8.13671835863791,-4.27564866230028,-1.97606484667509,0.9345977361925,9.37277752600162,5244.04643420285,1.00063839804507
"r_ID__Hmax[ID_117,Intercept]",-2.91982296259011,0.0595491939489156,5.95491939489156,-13.5676933187592,-7.02301000971017,-3.31069324291633,0.91292273685543,9.67797103037465,10000,1.00010514636992
"r_ID__Hmax[ID_118,Intercept]",-4.34737096926743,0.0433676507819109,4.33676507819109,-11.8856543836364,-7.33229761784574,-4.7098348543515,-1.75304456349999,5.31225465919296,10000,1.00161680558787
"r_ID__Hmax[ID_119,Intercept]",-6.79457774265379,0.0569182206203325,4.49545434180229,-14.2355376646177,-9.8163384926611,-7.28047702745722,-4.33842126682442,3.75570244794113,6237.98825630368,1.00078198494098
"r_ID__Hmax[ID_12,Intercept]",-5.55274532558966,0.0326779859837603,3.26779859837603,-11.5183658609329,-7.75824787039157,-5.71452445256922,-3.57591039954155,1.53972334770426,10000,0.999768447818113
"r_ID__Hmax[ID_120,Intercept]",-8.8070070868795,0.0735105335277714,5.1973798507704,-17.1917455700385,-12.7759830891664,-9.5422794318749,-5.26536738404606,2.11234453556635,4998.84611085178,0.999791177130218
"r_ID__Hmax[ID_121,Intercept]",-6.10659089536217,0.0496813388816501,4.07487414209152,-12.9531953574511,-8.93236915281786,-6.49916836819851,-3.7340654710802,3.08708542179539,6727.31581898191,1.00058253793036
"r_ID__Hmax[ID_122,Intercept]",-10.6877642156908,0.0557687158731755,4.13364876797615,-17.4451091064598,-13.4833061635383,-11.1487246904157,-8.51726038670855,-0.792293172985785,5493.96458344888,1.00017523804517
"r_ID__Hmax[ID_123,Intercept]",0.496279166251084,0.0781661896688011,5.05830121750093,-6.72470098322151,-3.0480229333023,-0.633049353594195,3.05065670935042,12.8959790131168,4187.66074611475,0.999955012773621
"r_ID__Hmax[ID_124,Intercept]",-2.87089103355661,0.0578493749429169,4.47546029583751,-10.1478094176226,-5.96961030510549,-3.49124902399231,-0.33926780435119,7.37136921488428,5985.19184670344,1.00072146453053
"r_ID__Hmax[ID_125,Intercept]",-8.08740771773699,0.0587965372191123,4.59506955168641,-15.990713353948,-11.2046356848743,-8.57903741842258,-5.49355701168605,2.16495053110804,6107.74194918674,1.00037491552123
"r_ID__Hmax[ID_126,Intercept]",-0.718009755701568,0.0566002183566413,4.21820415109229,-7.22185293370634,-3.58995380330463,-1.39114027240864,1.39380376715506,9.62701163283806,5554.16754244365,1.00044102496828
"r_ID__Hmax[ID_127,Intercept]",1.18923151169083,0.061654156424194,4.5957433942361,-6.09361654631937,-2.11810934105816,0.488465465642769,3.98609343716669,11.5679096937601,5556.31454549212,1.00021320079007
"r_ID__Hmax[ID_128,Intercept]",-6.06119664099283,0.0415509766945861,4.15509766945861,-13.4667859849731,-8.85648646304726,-6.31972364937634,-3.61451808077581,2.90837686451102,10000,0.999944115667168
